#Organism group,Strain,Isolate,Create date,Location,Isolation source,AMR genotypes,Virulence genotypes,Stress genotypes,AST phenotypes,Host disease
"Staphylococcus pseudintermedius",,"PDT001795746.1","2023-07-01T05:41:11Z","USA: MI","Not collected","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,blaZ=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_D84N=POINT,gyrA_S84L=POINT,mecA=COMPLETE,mecI=COMPLETE,mecR1=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Pyoderma"
"Staphylococcus pseudintermedius",,"PDT001795747.1","2023-07-01T05:41:12Z","USA: MI","Not collected","blaI=PARTIAL_END_OF_CONTIG,blaR1=PARTIAL_END_OF_CONTIG,blaZ=COMPLETE,fosB=HMM","icaC=COMPLETE",,,"Pyoderma"
"Staphylococcus pseudintermedius",,"PDT001795748.1","2023-07-01T05:41:12Z","USA: LA","Not collected","aac(6')-Ie=HMM,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_D84Y=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE,tet(M)=PARTIAL_END_OF_CONTIG","icaC=COMPLETE",,,"Pyoderma"
"Staphylococcus pseudintermedius",,"PDT001795749.1","2023-07-01T05:41:12Z","USA: AL","Not collected","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaZ=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80R=POINT,mecA=COMPLETE,mecA=PARTIAL_END_OF_CONTIG,mecR1=PARTIAL,sat4=COMPLETE","icaC=COMPLETE",,,"Pyoderma"
"Staphylococcus pseudintermedius",,"PDT001795750.1","2023-07-01T05:41:12Z","USA: AL","Not collected","blaI=PARTIAL_END_OF_CONTIG,blaR1=PARTIAL_END_OF_CONTIG,fosB=HMM,grlA_S80I=POINT,mecA=COMPLETE,mecR1=PARTIAL","icaC=COMPLETE","qacG=COMPLETE",,"Pyoderma"
"Staphylococcus pseudintermedius",,"PDT001866983.1","2023-08-29T16:49:56Z","USA: MO","Not collected","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,dfrG=PARTIAL_END_OF_CONTIG,erm(B)=COMPLETE,erm(B)=PARTIAL_END_OF_CONTIG,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=PARTIAL_END_OF_CONTIG,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Fasciitis"
"Staphylococcus pseudintermedius",,"PDT001866984.1","2023-08-29T16:49:56Z","USA: MO","Not collected","fosB=HMM","icaC=COMPLETE",,,"wound"
"Staphylococcus pseudintermedius",,"PDT001866985.1","2023-08-29T16:49:57Z","USA: MO","Not collected","blaZ=COMPLETE,fosB=HMM","icaC=COMPLETE",,,"injury"
"Staphylococcus pseudintermedius",,"PDT001866986.1","2023-08-29T16:49:57Z","USA: LA","Not collected","fosB=HMM","icaC=COMPLETE",,,"Cystitis"
"Staphylococcus pseudintermedius",,"PDT001866987.1","2023-08-29T16:49:57Z","USA: CO","Not collected","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(K)=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Infected Wound"
"Staphylococcus pseudintermedius",,"PDT001866988.1","2023-08-29T16:49:57Z","USA: KS","Not collected","blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,fosB=HMM","icaC=COMPLETE",,,"Dermatitis"
"Staphylococcus pseudintermedius",,"PDT001866989.1","2023-08-29T16:49:57Z","USA: CO","Not collected","fosB=HMM","icaC=COMPLETE",,,"Upper Respiratory Infection"
"Staphylococcus pseudintermedius",,"PDT001866990.1","2023-08-29T16:49:58Z","USA: IL","Not collected","blaZ=COMPLETE,fosB=HMM","icaC=COMPLETE",,,"UTI"
"Staphylococcus pseudintermedius",,"PDT001866991.1","2023-08-29T16:49:58Z","USA: IA","Not collected","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"otitis"
"Staphylococcus pseudintermedius",,"PDT001866992.1","2023-08-29T16:49:58Z","USA: GA","Not collected","fosB=HMM","icaC=COMPLETE",,,"No History Given"
"Staphylococcus pseudintermedius",,"PDT001866993.1","2023-08-29T16:49:58Z","USA: GA","Not collected","aac(6')-Ie/aph(2'')-Ia=COMPLETE,aac(6')-Ie=HMM,ant(6)-Ia=COMPLETE,ant(6)-Ia=PARTIAL_END_OF_CONTIG,aph(3')-IIIa=COMPLETE,blaPC1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,blaZ=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Incision Infection"
"Staphylococcus pseudintermedius",,"PDT001866994.1","2023-08-29T16:49:59Z","USA: GA","Not collected","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,fosB=HMM","icaC=COMPLETE",,,"Incision Infection"
"Staphylococcus pseudintermedius",,"PDT001866995.1","2023-08-29T16:49:59Z","USA: FL","Not collected","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=MISTRANSLATION,blaR1=PARTIAL,blaR1=PARTIAL_END_OF_CONTIG,catA=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_D84N=POINT,gyrA_S84L=POINT,mecA=COMPLETE,mecI=COMPLETE,mecR1=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Infection"
"Staphylococcus pseudintermedius",,"PDT001866996.1","2023-08-29T16:49:59Z","USA: AL","Not collected","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,blaZ=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE,sec3=COMPLETE,sel=COMPLETE","qacG=COMPLETE",,"Pyoderma"
"Staphylococcus pseudintermedius",,"PDT001866997.1","2023-08-29T16:49:59Z","USA: CO","Not collected","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,catA=PARTIAL_END_OF_CONTIG,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Infected wound"
"Staphylococcus pseudintermedius",,"PDT001866998.1","2023-08-29T16:50:00Z","USA: AL","Not collected","blaR1=PARTIAL_END_OF_CONTIG,blaZ=PARTIAL_END_OF_CONTIG,dfrS1=COMPLETE,fosB=HMM,grlA_S80I=POINT,mecA=PARTIAL_END_OF_CONTIG,tet(M)=COMPLETE","icaC=COMPLETE",,,"Septic arthritis"
"Staphylococcus pseudintermedius",,"PDT001866999.1","2023-08-29T16:50:00Z","USA: WA","Not collected","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(K)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"UTI"
"Staphylococcus pseudintermedius",,"PDT001867000.1","2023-08-29T16:50:00Z","USA: WA","Not collected","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"infection"
"Staphylococcus pseudintermedius",,"PDT001867001.1","2023-08-29T16:50:00Z","USA: NY","Not collected","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(K)=PARTIAL_END_OF_CONTIG,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Infection"
"Staphylococcus pseudintermedius",,"PDT001867002.1","2023-08-29T16:50:00Z","USA: NY","Not collected","blaI=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=PARTIAL_END_OF_CONTIG,tet(M)=COMPLETE","icaC=COMPLETE",,,"Otitis"
"Staphylococcus pseudintermedius",,"PDT001867003.1","2023-08-29T16:50:01Z","USA: NY","Not collected","ant(6)-Ia=PARTIAL_END_OF_CONTIG,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,blaZ=PARTIAL_END_OF_CONTIG,dfrG=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(K)=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Otitis"
"Staphylococcus pseudintermedius",,"PDT001867004.1","2023-08-29T16:50:01Z","USA: NY","Not collected","blaI=COMPLETE,blaI=PARTIAL_END_OF_CONTIG,blaPC1=COMPLETE,blaZ=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,fosB=HMM","icaC=COMPLETE","qacG=COMPLETE",,"Otitis"
"Staphylococcus pseudintermedius",,"PDT001867005.1","2023-08-29T16:50:01Z","USA: MS","Not collected","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,fosB=HMM,tet(M)=COMPLETE","icaC=COMPLETE",,,"bite wound"
"Staphylococcus pseudintermedius",,"PDT001867006.1","2023-08-29T16:50:01Z","USA: MS","Not collected",,"icaC=COMPLETE,sec3=COMPLETE,sel=COMPLETE",,,"Urinary tract infection"
"Staphylococcus pseudintermedius",,"PDT001867010.1","2023-08-29T17:51:32Z","USA: CO","Not collected","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,aph(3')-IIIa=MISTRANSLATION,blaI=PARTIAL_END_OF_CONTIG,blaZ=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,dfrG=PARTIAL_END_OF_CONTIG,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE","icaC=COMPLETE,seq=PARTIAL_END_OF_CONTIG","qacG=COMPLETE",,"Infected wound"
"Staphylococcus pseudintermedius",,"PDT001867011.1","2023-08-29T17:51:32Z","USA: MO","Not collected","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=PARTIAL_END_OF_CONTIG,blaZ=PARTIAL_END_OF_CONTIG,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,mecA=PARTIAL_END_OF_CONTIG,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"urinary tract infection"
"Staphylococcus pseudintermedius",,"PDT001867012.1","2023-08-29T17:51:32Z","USA: MO","Not collected","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,catA=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"urinary tract infection"
"Staphylococcus pseudintermedius",,"PDT001867013.1","2023-08-29T17:51:33Z","USA: MO","Not collected","fosB=HMM","icaC=COMPLETE",,,"urinary tract infection"
"Staphylococcus pseudintermedius",,"PDT001867014.1","2023-08-29T17:51:33Z","USA: MO","Not collected","blaZ=PARTIAL_END_OF_CONTIG,fosB=HMM,tet(M)=COMPLETE","icaC=COMPLETE",,,"injury"
"Staphylococcus pseudintermedius",,"PDT001867015.1","2023-08-29T17:51:33Z","USA: MO","Not collected",,"icaC=COMPLETE",,,"urinary tract infection"
"Staphylococcus pseudintermedius",,"PDT001867016.1","2023-08-29T17:51:33Z","USA: LA","Not collected","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,fosB=HMM","icaC=COMPLETE",,,"Cellulitis"
"Staphylococcus pseudintermedius",,"PDT001867017.1","2023-08-29T17:51:33Z","USA: KY","Not collected","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,fosB=HMM","icaC=COMPLETE",,,"Chronic sneezing and purulent nasal discharge"
"Staphylococcus pseudintermedius",,"PDT001867018.1","2023-08-29T17:51:34Z","USA: KY","Not collected","blaI=PARTIAL_END_OF_CONTIG,blaZ=COMPLETE,fosB=HMM,tet(M)=COMPLETE","icaC=COMPLETE",,,"UTI"
"Staphylococcus pseudintermedius",,"PDT001867019.1","2023-08-29T17:51:34Z","USA: KY","Not collected","fosB=HMM","icaC=COMPLETE,sec3=COMPLETE,sel=COMPLETE,seq=COMPLETE",,,"Scratch that has become ulcerative"
"Staphylococcus pseudintermedius",,"PDT001867020.1","2023-08-29T17:51:34Z","USA: KY","Not collected","fosB=HMM","icaC=COMPLETE",,,"Chronic otitis"
"Staphylococcus pseudintermedius",,"PDT001867021.1","2023-08-29T17:51:34Z","USA: KY","Not collected","blaI=COMPLETE,blaZ=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG","icaC=COMPLETE,sel=COMPLETE",,,"Recurrent UTI"
"Staphylococcus pseudintermedius",,"PDT001867022.1","2023-08-29T17:51:34Z","USA: KY","Not collected","ant(6)-Ia=PARTIAL_END_OF_CONTIG,aph(3')-IIIa=COMPLETE,catA=PARTIAL_END_OF_CONTIG,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=PARTIAL_END_OF_CONTIG,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"UTI"
"Staphylococcus pseudintermedius",,"PDT001867023.1","2023-08-29T17:51:35Z","USA: KY","Not collected","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,blaZ=PARTIAL_END_OF_CONTIG,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,mecA=COMPLETE,sat4=COMPLETE","icaC=COMPLETE",,,"Skin wound"
"Staphylococcus pseudintermedius",,"PDT001867024.1","2023-08-29T17:51:35Z","USA: KS","Not collected","aac(6')-Ie=HMM,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=PARTIAL_END_OF_CONTIG,sat4=COMPLETE,sat4=PARTIAL_END_OF_CONTIG,tet(M)=COMPLETE","icaC=COMPLETE",,,"CYSTITIS"
"Staphylococcus pseudintermedius",,"PDT001867025.1","2023-08-29T17:51:35Z","USA: IN","Not collected","blaI=PARTIAL_END_OF_CONTIG,blaPC1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,fosB=HMM","icaC=COMPLETE",,,"chronic otitis externa"
"Staphylococcus pseudintermedius",,"PDT001867026.1","2023-08-29T17:51:35Z","USA: IN","Not collected","blaI=COMPLETE,blaPC1=COMPLETE,fosB=HMM","icaC=COMPLETE",,,"urocystolithiasis"
"Staphylococcus pseudintermedius",,"PDT001867027.1","2023-08-29T17:51:36Z","USA: IN","Not collected","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,fosB=HMM","icaC=COMPLETE",,,"pyoderma"
"Staphylococcus pseudintermedius",,"PDT001867028.1","2023-08-29T17:51:36Z","USA: IL","Not collected","blaI=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,fosB=HMM,tet(M)=COMPLETE","icaC=COMPLETE,sec3=COMPLETE,sel=COMPLETE,seq=PARTIAL_END_OF_CONTIG","qacG=COMPLETE",,"Chronic Infection"
"Staphylococcus pseudintermedius",,"PDT001867029.1","2023-08-29T17:51:36Z","USA: IL","Not collected","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,blaZ=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"MRSP"
"Staphylococcus pseudintermedius",,"PDT001867030.1","2023-08-29T17:51:36Z","USA: IA","Not collected","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG","icaC=COMPLETE",,,"E-tube infection"
"Staphylococcus pseudintermedius",,"PDT001867031.1","2023-08-29T17:51:36Z","USA: GA","Not collected","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=PARTIAL_END_OF_CONTIG,blaPC1=COMPLETE,catA=PARTIAL_END_OF_CONTIG,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"UTI"
"Staphylococcus pseudintermedius",,"PDT001867032.1","2023-08-29T17:51:37Z","USA: AL","Not collected","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,blaZ=PARTIAL_END_OF_CONTIG,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE,tet(M)=PARTIAL_END_OF_CONTIG","icaC=COMPLETE",,,"Soft tissue infection"
"Staphylococcus pseudintermedius",,"PDT001867033.1","2023-08-29T17:51:37Z","USA: AL","Not collected","tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Urinary Tract Infection"
"Staphylococcus pseudintermedius",,"PDT001867034.1","2023-08-29T17:51:37Z","USA: GA","Not collected","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"UTI"
"Staphylococcus pseudintermedius",,"PDT001867035.1","2023-08-29T17:51:37Z","USA: CO","Not collected","aac(6')-Ie=HMM,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Cystitis"
"Staphylococcus pseudintermedius",,"PDT001867036.1","2023-08-29T17:51:37Z","USA: AL","Not collected","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Pyoderma"
"Staphylococcus pseudintermedius",,"PDT001867037.1","2023-08-29T17:51:38Z","USA: AL","Not collected","aac(6')-Ie=HMM,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaZ=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(K)=PARTIAL_END_OF_CONTIG,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Synovitis"
"Staphylococcus pseudintermedius",,"PDT001867038.1","2023-08-29T17:51:38Z","USA: AL","Not collected","aac(6')-Ie=HMM,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaPC1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(K)=PARTIAL_END_OF_CONTIG,tet(M)=COMPLETE","icaC=COMPLETE",,,"Urinary Tract Infection"
"Staphylococcus pseudintermedius",,"PDT001867039.1","2023-08-29T17:51:38Z","USA: AL","Not collected","aac(6')-Ie=HMM,blaI=COMPLETE,blaR1=MISTRANSLATION,blaR1=PARTIAL_END_OF_CONTIG,blaZ=PARTIAL_END_OF_CONTIG,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,mecI=COMPLETE,mecR1=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Soft tissue infection"
"Staphylococcus pseudintermedius",,"PDT001867040.1","2023-08-29T17:51:38Z","USA: AL","Not collected","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,blaZ=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=PARTIAL_END_OF_CONTIG,mecI=COMPLETE,mecR1=COMPLETE,mecR1=PARTIAL_END_OF_CONTIG,sat4=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Conjunctivitis"
"Staphylococcus pseudintermedius",,"PDT001867041.1","2023-08-29T17:51:39Z","USA: AL","Not collected","aac(6')-Ie=HMM,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=PARTIAL_END_OF_CONTIG,sat4=COMPLETE,tet(K)=PARTIAL_END_OF_CONTIG,tet(M)=COMPLETE","icaC=COMPLETE",,,"Urinary Tract Infection"
"Staphylococcus pseudintermedius",,"PDT001867042.1","2023-08-29T17:51:39Z","USA: WA","Not collected","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,fosB=HMM,mecA=COMPLETE,mecR1=PARTIAL","icaC=COMPLETE",,,"infection"
"Staphylococcus pseudintermedius",,"PDT001867043.1","2023-08-29T17:51:39Z","USA: TX","Not collected","fosB=HMM","icaC=COMPLETE",,,"Dermatitis"
"Staphylococcus pseudintermedius",,"PDT001867044.1","2023-08-29T17:51:39Z","USA: TX","Not collected","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=PARTIAL_END_OF_CONTIG,blaPC1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(K)=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Otitis"
"Staphylococcus pseudintermedius",,"PDT001867045.1","2023-08-29T17:51:39Z","USA: CO","Not collected","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,ant(6)-Ia=PARTIAL_END_OF_CONTIG,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,sat4=PARTIAL_END_OF_CONTIG,tet(K)=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Pyoderma"
"Staphylococcus pseudintermedius",,"PDT001867046.1","2023-08-29T17:51:40Z","USA: NY","Not collected","blaI=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,blaZ=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,fosB=HMM","icaC=COMPLETE",,,"Infection"
"Staphylococcus pseudintermedius",,"PDT001867047.1","2023-08-29T17:51:40Z","USA: NE","Not collected","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaZ=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE,sec3=COMPLETE,sel=COMPLETE,seq=COMPLETE","qacG=COMPLETE",,"Sinusitis"
"Staphylococcus pseudintermedius",,"PDT001867048.1","2023-08-29T17:51:40Z","USA: NE","Not collected","ant(6)-Ia=PARTIAL_END_OF_CONTIG,aph(3')-IIIa=COMPLETE,blaPC1=COMPLETE,blaZ=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80R=POINT,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Sinusitis"
"Staphylococcus pseudintermedius",,"PDT001867049.1","2023-08-29T17:51:40Z","USA: MS","Not collected","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,dfrG=COMPLETE","icaC=COMPLETE",,,"Otitis"
"Staphylococcus pseudintermedius",,"PDT001867195.1","2023-08-29T18:51:13Z","USA: LA","Not collected","fosB=HMM","icaC=COMPLETE",,,"Otitis"
"Staphylococcus pseudintermedius",,"PDT001867196.1","2023-08-29T18:51:14Z","USA: WA","Not collected","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,fosB=HMM","icaC=COMPLETE",,,"UTI"
